headline,link,summary,image,title,published_date,author,content
"How scary films can soothe your anxietyJump scares and gore might not seem like the most soothing watching, but scary films can actually be the ideal therapy during anxious times.1 day agoFuture",https://www.bbc.com/future/article/20251024-how-horror-films-can-soothe-your-anxiety,"Jump scares and gore might not seem like the most soothing watching, but scary films can actually be the ideal therapy during anxious times.",https://static.files.bbci.co.uk/bbcdotcom/web/20251021-134202-667692b2c6-web-2.32.2-1/grey-placeholder.png,'The paradox of horror': How scary films can soothe your anxiety,2025-10-26T10:00:00.000Z,BBC News,"Jump scares and gore might not seem like the most soothing watching, but scary films can actually be the ideal therapy during anxious times. When I was about 16, I thought it'd be fun to have movie night. As it turns out, I was wrong. One of my friends brought their DVD of The Exorcist. I spent the next two hours with my hands over my eyes. Every time I jumped in my seat, I found myself wondering how other people could find something so horrifying to be so entertaining. Philosophers and psychologists have pondered much the same question. Logic dictates that the emotion of fear evolved to warn us away from things that threaten our safety. It helps us avoid anything that might harm us or those we care about. It is why fear triggers the fight-or-flight response. As we approach Halloween, however, many of us will actively seek out ways to frighten ourselves by devouring films specifically designed to send our hearts racing into our mouths. From zombie apocalypses to slasher bloodbaths, we love sending chills down our spines – making horror movies Hollywood's most profitable genre. ""The paradox of horror is a very old puzzle,"" says Mark Miller, a research fellow at Monash University in Australia and the University of Toronto. ""Even Aristotle spoke about how weird it is that we're set up to evade and to avoid dangerous, disgusting, harmful, horrible things. Yet we feel magnetised to be in spaces where we're in touch with disgusting, horrible, noxious or horrifying things."" Over the past 10 years, psychologists have finally begun to resolve this enigma. Some evidence indicates that horror stories tap into key processes of the brain that help us deal with uncertainty. The latest results suggest these fictional tales of terror may even bring some serious psychological benefits – including reducing the anxiety we feel about events out in the real world. They are a salve for our worries. Coltan Scrivner, a psychologist at Arizona State University, and author of a new book Morbidly Curious: A Scientist Explains Why We Can't Look Away, has pioneered much of this research. As a child, he had always enjoyed the thrill of scary stories. It was only once he had reached graduate school, however, that he started puzzling about the ubiquity of scary stories across human cultures. ""The first evidence we have of writing includes horrible demons and monstrous beasts,"" Scrivner says, describing the 4,000-year-old Babylonian tablets engraved with the Epic of Gilgamesh. ""I would say features of horror stories are as old as language."" One explanation is that horror stories serve as a kind of play that allows us to understand the world around us and prepare us for threats we might face. ""It is adaptive for any animal, including humans, to understand and learn about the dangers around them,"" he says. (Find out more about why scary play is beneficial in this article by Sophie Hardach.) We can see the roots of this in other species: gazelles, for instance, tend to observe predators at a distance before running away from them. ""And the reasons that humans appear to be the most morbidly curious creatures of all is that we have this incredible ability to create, transmit and consume stories,"" Scrivner says. He has now amassed considerable support for these adaptive benefits. In one study, he recruited around 400 online participants for an online questionnaire, in which they had to rate their agreement with a series of statements about their consumption of horror films. They answered questions such as: • I like the sensations that watching horror movies give me • I've gotten so scared during a horror movie that I was afraid to go home or walk in my house afterwards. • I like to watch ""torture films"" because I am curious what torture would really be like Analysing the results, he found that the participants could be divided into three main groups. The first, ""Adrenaline Junkies"", were driven by the physical feelings of suspense – they reported feeling ""more alive"" due to their fear. The second, ""White Knucklers"", tend to dislike the stress that horror films provoke. ""They don't necessarily enjoy the feeling of fear, but they do enjoy the feeling of conquering their fear,"" explains Scrivner. They feel the process has helped them to learn something important about themselves, for instance. The third, ""Dark Copers"", saw it as a way of dealing with real life. They reported watching horror films to explore how violent the world is, for instance, and to remind themselves of how safe their own lives were in comparison to the gore on screen. Some even saw the onscreen action as a way of managing their anxiety or depression. It was a way of testing their bravery. Each of these motives provide a way to resolve the paradox of our fascination with the macabre. ""You can have multiple paths to morbid curiosity,"" Scrivner says. To test whether the same results would hold in a completely different context, he teamed up with Danish researchers, who questioned the visitors to the Dystopia Haunted House, an interactive experience in Vejle, Denmark, built around a labyrinth with special effects and actors trained to terrify visitors. Exactly the same patterns emerged – an important validation of the theory. ""Those three 'types' replicated beautifully in a different language, in a different culture, in a different setting,"" says Scrivner. As further evidence of morbid curiosity's adaptive value, he found that fans of horror films showed greater resilience at the height of the Covid-19 pandemic. They were more likely to agree with the statement ""I have been taking the news about the pandemic in my stride"", for instance, and ""I believe in my ability to get through these difficult times"". Such effects may also reflect a fundamental principle in the brain's functioning. Over the past few decades, philosophers, neuroscientists and psychologists have been converging on the idea that the brain is constantly building simulations of the world around us. ""It is an anticipatory engine,"" Miller. As I describe in my own book The Expectation Effect, our brain uses ""predictive processing"" to help us to interpret new events as they are occurring and plan our responses appropriately – and the more accurately we can do this, the better. It is key to how we deal flexibly with our uncertain world. More like this: Horror stories, Miller suggests, provide just enough uncertainty to keep the ""anticipatory engine"" engaged, allowing it to refine its simulations to make better predictions of threat in the future. ""Hanging out in this sweet spot means you're always growing in your predictive capabilities, so that you are increasingly better set up to manage uncertainty over the long run,"" Miller says. Like Scrivner, he believes that this can be useful for reducing anxiety by moderating the stress response to unsettling events. ""Horror is an opportunity to play with being scared, play with being disgusted, play with being under duress,"" says Miller. The advantage, of course, is that we remain within the safety and comfort of our sofa throughout this learning process, and we can control just how scared we feel by pausing the movie, leaving the room, or hiding behind our bucket of popcorn. Scrivner suggests that horror stories could even be incorporated into psychological therapy as a way of teaching people to confront difficult situations. Given the right book or film, we may learn to downplay our fear into a sweet spot of pleasant titillation – emotional regulation skills that would help us to cope better with the stresses of everyday life. He points out that researchers in the Netherlands have used a similar principle to treat children with anxiety using a video game called MindLight. The game is set in a haunted house with shrieking monsters that stalk the player's avatar. The child, however, wears an EEG headset measuring their brain activity, and this directly controls a light on their avatar's head. The calmer they become, the brighter the light shines – reinforcing their relaxation. If the child can maintain this relaxed state during an attack, the monster turns into a cute kitten that follows them around the house. If, on the other hand, the child becomes too scared, a message appears that offers advice for ways to calm their mind before proceeding. In several clinical trials, children who regularly play the game show reduced anxiety in their everyday life – with similar overall benefits to classic cognitive behavioural therapy. ""That's incredible, because it's the gold standard for treating anxiety in kids,"" says Scrivner. And he strongly suspects that regular horror stories – in novels or films – could serve a similar purpose. As he writes in a review paper on the topic: ""Horror entertainment content allows people to experience fear in a safe, controlled environment, providing an opportunity to practice cognitive reappraisal, tolerating uncomfortable somatic experiences, and challenge emotional reasoning."" Clearly, I've been missing a trick in my avoidance of all things macabre, since that home screening of The Exorcist. If you're in the same position, he recommends looking for something that lies just outside your normal tolerance. ""Books are often a good way to start, because you can kind of control the imagination a little better,"" he says. And try to find stories that appeal to your other interests. ""Horror is one of the broadest genres around, so you can find themes that you really enjoy."" You may be surprised where your morbid curiosity takes you – and the calm that it brings to the rest of your life. * David Robson is an award-winning science writer and author. His latest book, The Laws of Connection: 13 Social Strategies That Will Transform Your Life, was published by Canongate (UK) and Pegasus Books (USA & Canada) in June 2024. He is @davidarobson on Instagram and Threads and writes the 60-Second Psychology newsletter on Substack. -- For trusted insights into better health and wellbeing rooted in science, sign up to the Health Fix newsletter, while The Essential List delivers a handpicked selection of features and insights. For more science, technology, environment and health stories from the BBC, follow us on Facebook and Instagram. "
"A humming annoyance or jobs boom? Life next to 199 data centresData centres were billed as a boon to Virginia’s economy. Now, residents are concerned about their impact on real estate and electricity costs.2 days agoUS & Canada",https://www.bbc.com/news/articles/c93dnnxewdvo,"Data centres were billed as a boon to Virginia’s economy. Now, residents are concerned about their impact on real estate and electricity costs.",https://static.files.bbci.co.uk/bbcdotcom/web/20251021-134202-667692b2c6-web-2.32.2-1/grey-placeholder.png,A humming annoyance or jobs boom? Life next to 199 data centres,2025-10-26T00:54:32.212Z,BBC News,"When you cross into Loudoun County, Virginia, one of the first things you notice is the hum - that's the sound of 199 data centres whirring in the background. Few people have heard of this inconspicuous part of northern Virginia, which also happens to be the wealthiest county in the US. But Loudoun was on everyone's radar earlier this week, when a massive global Amazon outage downed everything from crucial banking services to fun Snapchat streaks for millions. That's because the county is home to the world's largest swath of data storage and processing facilities - even outpacing China. Data centres - dedicated spaces for computer systems that help power the internet and artificial intelligence - are essential to our global connectivity. But while they have proven to be a lucrative business - contributing billions to the local economy - some residents worry the cost comes at too high a price. There are some 200 facilities taking up about 45 million square metres in Loudoun, giving the county the nickname Data Center Alley. Data centres take up 3% of the total land area of the county and 40% of its budget. And now more facilities are on their way. Emily Kasabian was walking her newborn son along her picturesque neighbourhood road in Virginia earlier this year, when she saw something that stopped her in her tracks. A sign for a proposed data centre moving in across the street. Two years ago, when Ms Kasabian purchased her home she said she was relieved to be away from the data centres that have taken over other parts of the county. The lack of centres nearby was the reason many of her neighbours chose to live there, she said. ""I never thought that a data centre would be built across the street from my house,"" she said. ""I would not have bought this house if I had known what was going in across the street."" The reason she, and so many others, are opposed to these large facilities is not just because of their overpowering appearance - a typical data centre can be 100,000 square feet, turning whole streets into large industrial blocks - but some of their side effects, too. A massive bright blue concrete and glass data centre sits just steps from Greg Pirio's front door in Loudoun County. Thirteen years ago when he purchased his home that patch of land was filled with green trees and chirping birds. Today, he deals with the centre’s impacts in real time - the one that bothers him the most is the noise pollution. ""There are no birds around here anymore,"" he said, noting the humming or buzzing noise the centre emits scares away a lot of wildlife from his area. In addition to the noise concerns, people who live in the area expressed frustration with rising electricity bills. In the past five years, wholesale electricity costs have gone up by as much as 267% in areas near data centres, an investigation by Bloomberg News found. But while most locals the BBC spoke to opposed the data centres, the industry has many powerful proponents, including US President Donald Trump. Data centres are essential to help grow the burgeoning industry of AI, a field that Trump has said he wants the United States to lead in. His administration has said it will ""accelerate federal permitting of data center infrastructure"" to conjure ""a golden age for America manufacturing and technology"". The centres can have big impacts on local and state economies, too. Annually, the data centre industry creates about 74,000 jobs, totalling $5.5bn (£4bn) in labour income to Virginia's economy, according to a state audit. Loudoun County was among the first to see the potential, about a decade ago, and begin growing this new industry. Developers realised the area was the perfect place for data centres - it was filled with flat, cheap land. Local officials soon got on board and began giving corporations like Amazon and Google the green light to start building their facilities. And the area had one more thing going for them in their quest to create a headquarters for a new burgeoning industry: the right talent. ""Northern Virginia was really at the centre for the growth of the internet, [it was] where AOL was headquartered, and so naturally they have the talent, they have the people already there, it was just easier to make [the data centres] there,"" cybersecurity expert Thomas Hyslip said. Since the industry began booming rapidly earlier this century, regulations on the centres have been limited. Virginia's Governor, Glenn Youngkin, vetoed state legislation that would have regulated the centres earlier this year. Dan Diori, vice president of state policy at the Data Center Coalition, an industry group, said the industry needed to do a better job communicating the up-sides of these centres, and listening to people's concerns. But he doesn't think more regulation is necessary. Data centres are not going anywhere, he said. They are and will continue to be the ""backbone of the 21st Century economy"". But some residents, like Barbara Day, say people shouldn't have to choose between the economy and quality of life. ""These data centres are going up faster than we realised the implications of and then we're back-paddling to fix it,"" she said. Market reports show that in August 2025, there were currently more than 1,100 data centres across the US, with almost 400 new centres being built. Activists like Ms Kasabian hope to chip away at those numbers, by lobbying state and local legislatures to delay or pause projects. ""This is a beautiful great place to live, but if this type of development continues to happen and they allow it to encroach they are eroding what makes this a great place to live and we'll start to see the consequences of that soon unless we start to course correct in a very major way,"" she said. The mother of two knows she may not win this battle and the data centres may soon appear across the street from her idyllic suburban neighbourhood, forcing her family to make the difficult decision to move. ""The question is, well, do we want to stay in the county, how do we know where we move next the same thing isn't going to happen?"" Video by Meiying Wu"
How does changing the clocks affect our health?Changing the clocks is linked to a plethora of health impacts – from heart attacks to car crashes.2 days agoFuture,https://www.bbc.com/future/article/20251024-how-daylight-saving-time-affects-our-health,Changing the clocks is linked to a plethora of health impacts – from heart attacks to car crashes.,,How daylight saving time affects your health,2025-10-25T10:00:00.000Z,BBC News,"Changing the clocks is linked to a plethora of health impacts – from heart attacks to car crashes. As the nights draw in and we get ready to turn the clocks back, we can at least console ourselves with the thought of that extra hour in bed; the chance to snuggle under the duvet for just that bit longer. Getting one whole extra hour in the evening sounds great, after all – think of the things that can be achieved! However, research shows it perhaps isn't what it's cracked up to be. After all, some studies show a link between the clocks going back in the autumn, and an increased risk of depressive episodes. On the positive side, at least turning the clocks back doesn't appear to be as bad for your health as turning the clocks forward, which is linked to increased heart attacks, strokes and road traffic accidents. But let's back up a little. Daylight saving time (DST) was first introduced in the UK in 1916 during World War One, as a way to conserve energy and maximise the amount of daylight in the working day. As a result, the clocks go forward by one hour on the last Sunday in March, and backwards one hour on the last Sunday in October. It isn't just a British phenomenon; around 70 countries and over a quarter of the world's population observe DST. In the US, DST was formally introduced in 1966. Today the clocks go forward on the second Sunday in March and the first Sunday in November. Increasingly research suggests that clock changes may adversely affect people's health. The strongest evidence relates to pushing the clocks forward in spring, which makes the mornings darker and the evenings lighter, and robs people of an hour of sleep. In 2014, researchers in the US found that the number of people admitted to hospital with a heart attack the Monday after the clocks were put forward. This finding has also been found in studies in Sweden, Croatia, Germany, Brazil, Finland and Mexico. A meta-analysis which pooled the results from all available studies calculated that the average number of heart attacks following the onset of DST in the spring appears to rise by a modest but significant 4%. That isn't all. Other studies have shown that the number of strokes increases in the weeks immediately following putting the clock forward. While you might imagine that getting more light in the evening would be beneficial to mental health, that too has been challenged, with a 2020 study finding that the shift to daylight saving time exacerbates mood disorders, depression, anxiety and substance abuse. Then we come to the issue of road traffic collisions. In the US, fatal car accidents have been shown to increase in the weeks following the spring clock change. One study estimated that moving the clocks forward in spring increased the risk of fatal traffic accidents by 6%, which the researchers attribute to the nation struggling with being robbed of one hour of sleep. But why does shifting the clocks forwards have such a profound effect? The reason is that it wreaks havoc on the body's circadian rhythms – the inbuilt 24-hour clock each of us has that tells us when it's time to go to sleep and time to wake up. The main signal our brain uses to synchronise its internal clock is sunlight. At night, falling light levels cause the brain's pineal gland to produce melatonin, which tells us to start feeling sleepy. Conversely, in the morning as light shines through the curtains, our brains stop producing melatonin and start releasing cortisol instead, leading to a state of wakefulness. The problem with turning the clock forward in the spring is that there is more light in the evening at bedtime. This interferes with melatonin production, making it harder to fall asleep. Darker mornings also mean people get up before they have had a chance to wake naturally. And losing that one hour of sleep on the night of the spring transition can have a cumulative effect on sleep loss, leading to increased sleep fragmentation across the following week. A 2024 study, however, explored the effects of DST clock changes on the sleep duration of over 11,000 people in the UK. It found that while mean sleep duration was 65 minutes lower on the Sunday of the springtime clock changes than the previous Sunday, there was evidence of catch-up sleep after the transition. ""Left to themselves, our internal circadian clocks naturally align with the light dark cycle, so the only problem comes if you start arbitrarily defining time based on a clock,"" says David Ray, professor of endocrinology and co-director of the Sir Jules Thorn Sleep and Circadian Neuroscience Institute at the University of Oxford. ''Because then you'll have people who are being asked to live their lives against the clock. Their internal clock tells them it's 7am, but the clock on the wall says it's 6am so they're one hour misaligned. Now you might think that's only a very small difference, but if you look in large enough numbers of people, you start to see that there are problems,"" Ray says. People who could be described as ""living their lives against the clock"" include shift workers. Research shows that people who do shift work have much higher rates of mental and physical illness. They have increased rates of diabetes, obesity, coronary heart disease and cancer. Shift workers also die earlier on average. Even small changes can have a measurable impact. For example, people who live on the western edge of time zones are also at increased risks of the same conditions as shift workers. Sleep scientists say that this is because your body clock is constantly misaligned by almost an hour if you live at the very extreme westward end of a time zone. This suggests that daylight savings could have a similar long-term impact on people's health, although this hasn't been proven. ""The net result [of DST] is it's making people get up an hour earlier, and that means that we're really for the whole six months asking people to live about one hour misaligned,"" says Ray. ""Even one hour carries a certain risk, and of course, if you do it to a whole population, even with a small risk applied to 60 million people, you'll be dialling up quite a lot of disease that is completely avoidable."" More like this: • How microbes control your sleep • The forgotten medieval habit of 'two sleeps' • Should you shower in the morning or at night? So what about shifting the clocks back in autumn? You might think that getting an hour extra in bed would have untold health benefits. But that doesn't appear to be the case. Firstly, it doesn't appear that people are capitalising on the full hour. In fact, people only sleep on average 33 minutes longer on the Sunday of the autumn clock changes compared to the Sunday before – and then continue to lose sleep for the rest of the week. Some studies also show a link between the clocks going back in the autumn, and an increased risk of depressive episodes. Researchers in Denmark looked at data from the Danish Psychiatric Central Research Register from 1995 to 2012. They found that in the 10 weeks after the clock change, the incidence of major depressive episodes increased by 11%. However, Joan Costa-i-Font, professor of health economics at the London School of Economics and Political Science (LSE), believes there are some health benefits to the autumn transition. He tracked 30,000 individuals over a 30-year period from 1984 to 2018. Respondents were routinely asked questions about their life and sleep satisfaction, their physical and emotional health, and their wellbeing. The results showed that there are benefits associated with the autumn clock change, but that they were not strong enough to outweigh the negatives in the spring. ""We found that the autumn transition benefited health because it allowed people to sleep about 40 minutes more,"" says Costa-i-Font. ""People had more energy, and they felt better and happier."" However overall, because of the negative effects of the spring clock change, there was still a significant cost to individual health and wellbeing. Costa-i-Font found that moving clocks forward in the spring decreased life satisfaction by around 1.44%, and had detrimental effects on sleep, feelings of fatigue, and stress. The study concluded that changing the clocks twice a year costs economies over €750 ($881, £655) per capita each year. ""Most people think that it doesn't matter – after all it's just an hour – but the problem is that everyone's schedule shifts by an hour and that is disruptive,"" says Costa-i-Font. So, should we get rid of daylight saving time altogether? The European parliament voted to do just that in 2019 but has yet to implement the change. The problem is that different countries are divided on which time to set. The majority prefer summertime, however, that goes against what scientists recommend. ""Most circadian biologists take the view that that actually the winter clock times are probably better for us,"" says Ray. (Read more about why we need more sleep during the winter). In the darkness of autumn evenings, as we get ready to turn the clocks back, you can at least console yourself with the knowledge that darker evenings means better sleep, something we all need more of. -- For trusted insights into better health and wellbeing rooted in science, sign up to the Health Fix newsletter, while The Essential List delivers a handpicked selection of features and insights. For more science, technology, environment and health stories from the BBC, follow us on Facebook and Instagram."
Magnesium: Can this 'miracle mineral' really help us sleep?The global market in this supplement is worth almost £3bn - a figure set to nearly double over the next decade.3 days agoHealth,https://www.bbc.com/news/articles/czxn1qxrr32o,The global market in this supplement is worth almost £3bn - a figure set to nearly double over the next decade.,,Magnesium: Can this 'miracle mineral' really help us sleep?,2025-10-24T23:04:39.839Z,BBC News,"It's been described as the mineral of the moment. Millions of us are taking magnesium for a whole range of reasons. Can it help us sleep better? Sort our digestion problems? Give our busy brains a moment of peace? In the fast-moving world of supplements, it's magnesium's time to shine. And the industry is booming. The global magnesium market is worth almost £3bn and that's set to nearly double over the next decade. In a small factory, nestled in the Yorkshire Dales, huge plastic barrels of white powder are stacked up next to giant whirring machines. Workers in hazmat suits carefully weigh out magnesium citrate - a compound made by mixing the mineral with citric acid - into shiny, steel containers. ""We are sending our supplies all over the world,"" Andrew Goring, manager director of Lonsdale Health, explains. ""Around the UK, obviously, but also to Australia, parts of Asia, Kuwait, Iraq. ""It's one of our biggest sellers and the market just keeps growing."" He is shouting over the hum of the pill presser, a machine that resembles a Dalek, which pops out dozens of small, white magnesium tablets a second. ""Do we actually need it?"" I bellow back. ""And why now? Why has it become so popular?"" ""Influencers, social media - that's what's pushing it,"" Mr Goring explains. ""We've known about magnesium and its benefits for years and now, finally, it's mainstream."" I can almost hear the eye roll when I contact Kirsten Jackson, an IBS Dietitian, who specialises in gut health. ""Clever marketing schemes,"" Ms Jackson says, ""magnesium is involved in areas people are willing to invest in: their sleep, digestion, mental health."" But, she is keen to stress, this does not automatically mean we need supplements to improve those things. Magnesium is one of several minerals in our bodies. The recommended daily amount for women is 270mg and for men, it's 300mg. We store about 25g. It might make up less than 1% of us but ""it is involved in over 300 different processes"", Ms Jackson explains. It is ""especially important for our brain and mood,"" she says, because it helps nerves send messages properly and supports the building blocks of brain cell membranes. It also helps balance blood sugar levels, regulate blood pressure, and is an essential player in moving calcium and potassium in and out of our cells, which maintains the rhythm of our heartbeat. So, surely popping a pill full of the stuff should keep our bodies running smoothly? It's more complex than that, says Ms Jackson. For a magnesium supplement to work, we need to be lacking the mineral in the first place - and it's difficult to test for any deficiency because the vast majority of our magnesium is stored in our bones and tissues. But on an individual level, many say the supplement has made a difference. For Katie Curran, a communications specialist who has worked with some of the biggest fashion brands, sleeping well was something she could only dream about. ""A year ago, I was struggling,"" she confides. ""It would take so long to get to sleep, my brain was racing, and then I would get off only to wake a couple of hours later."" Katie decided to try magnesium glycinate - a combination of magnesium and glycine, an amino acid with limited evidence linking it to better sleep. After two weeks of taking 270mg a day, she says the noise in her head started to quieten. The racing thoughts slowed down, and she began to feel like she could function again. ""My sleep definitely improved, I had more energy. I became more active. Other things changed in my life, so I can't put it down to just one thing, but I think the magnesium supplements were an important part of the puzzle."" While being deficient in magnesium can definitely affect sleep patterns, there isn't the evidence to say taking supplements will definitely improve your sleep. Social media is awash with eager supplement-takers, many with posts stamped with ""commission paid"" in the corner - meaning they could earn money from their story or reel. According to these influencers, it feels as though there is little magnesium can't help with, as they recommend a variety of different products. Magnesium is often mixed with other compounds with the aim of helping support various parts of our bodies. For example, magnesium mixed with either L-threonate or glycinate is supposed to target brain health, which helps with sleep and stress relief. If magnesium is combined with chloride, it is recommended for muscle tension and pre-menstrual cramps, while citrate and oxide blends are aimed at digestion and help with constipation. The majority of us can probably relate to having at least one of those issues. But as nutritionist Kristen Stavridis stresses, the problem is there is not enough strong evidence to show the majority of these different magnesium supplements have a positive effect on the healthy population. And even if they did - we would need to be deficient in magnesium in the first place to see a benefit. ""We have supplement companies shouting out at us: 'We are all going to die',"" Ms Stavridis says, ""'Quick! Take my pill and - hey presto - there's your solution'. ""Many of us are not getting enough magnesium,"" she continues, ""around 10% of men and 20% of women are not getting the recommended daily intake. ""But just taking a supplement is not the answer."" Take sleep health, for example. Ms Stavridis says there are many conflicting studies on whether magnesium supplements really make a difference. Some trials say it can have some benefits, while some randomised controlled trials - the gold standard - are more sceptical. There is also the added complication of supplements potentially working against each other because of the way they interact in the body. Taking zinc, for example - a supplement often recommended for peri-menopausal women - can also affect the absorption rate of magnesium. Basically, Ms Stavridis says, it's a minefield, and not just a simple case of ""take this"" and you'll be fixed. She recommends looking at diet first. But if you are thinking about taking magnesium supplements, Ms Stavridis advises taking half the amount recommended on the packet on a daily basis and seeing how you feel. If healthy people take too much, their kidneys can get rid of it in ""expensive urine"", but there are still risks, like diarrhoea, vomiting and nausea. For those with kidney disease, taking magnesium supplements can be dangerous and can cause hypermagnesemia - a potentially life-threatening condition that can leave someone with paralysis or in a coma. Dietitian Kirsten Jackson also says most people should ""100% look at diet first"". Foods like seeds, nuts, whole-grain breads, greens and fruit are good sources of magnesium, she says. She warns that if you don't regularly consume these types of foods, you're probably also short of other essential nutrients like vitamin C, vitamin K, fibre and prebiotics too. ""One magnesium supplement is not going to sort all that."""
